PolicyID,CustomerID,PremiumAmount,PaymentFrequency,LastPaymentDate
327bdb54-6489-4e27-b2a5-ec3efbcb417f,19d7c43f-49d8-408f-a778-075115f1f489,1739.55,Monthly,2022-06-13
db0ccaf1-dff8-4007-b8cb-0d9d6cd04a88,19dc975f-bd66-4b97-a93b-f2d1a679e041,662.74,Annual,2021-03-18
af197cfc-9289-4265-b295-d6c97db812e4,19fd11e7-c240-4130-afc3-3bf09389da13,553.66,Monthly,2024-10-23
b64e3f3a-37a9-4d86-8da7-3989933f7473,1a296e04-fce2-4f9e-a421-dd72a970ed8a,475.97,Annual,2022-03-08
d8b776ca-4ada-4918-ada9-2647b222bab4,1a29e092-3389-4481-b139-4f91874f7464,1596.71,Annual,2021-05-26
4fcb7e98-a38b-4a79-9ccc-9b677d503578,1a39c594-17f5-4d37-864c-7ddbd274ad64,1281.84,Monthly,2021-02-08
56be1e9a-a412-4efe-bf00-9502bac62bdd,1a5b8917-d863-4435-8d38-f3b502924370,1886.87,Annual,2020-11-20
91bbbfad-2a4b-45c9-a0d9-7eba68461b7a,1a68ffe3-212b-43b7-941e-6fcce7df6471,1027.07,Annual,2021-09-05
9e637475-8edc-435e-9fd1-76ed9dd1f245,1a6a203f-cabb-43da-b643-d6f2178af159,9557.400000000001,Monthly,2024-02-09
22f4a118-a703-4b5f-b49d-c23827587a89,1a73fe8b-13c1-4c5f-98c2-86ee2d1196b2,3520.7999999999997,Monthly,2020-02-27
b8d5bcd5-fad2-4137-8f84-eb2ca2c1b93f,1a79a18e-e0d7-4be5-b150-bca026332593,1403.59,Annual,2021-05-09
d5509ce7-0cee-4f0a-bb36-9d0a8ca2ddfd,1a7f1880-1253-42d3-b481-2e6122399362,422.84,Annual,2019-12-21
ec2549c8-24ec-4cfc-97ea-06f0072d2c06,1a8e4212-5f5f-45c2-8903-482b42cbe152,1658.19,Annual,
5e302eee-8bb4-4194-b335-a36cec75d4e1,1a902aab-208c-45b3-85ad-9f57ead24593,905.15,Monthly,2020-12-17
76fa070e-9ff1-4e8f-bc2d-9870689e45fa,1aa6decf-bfe4-47c5-b6fc-d9e9682c39d2,1025.6,Annual,2020-02-20
d31b3167-a70b-40f6-ac2b-b72908aade3b,1aa871a3-08d4-4ccf-92d5-30a607d58c49,1352.95,Annual,2021-10-03
d740f50e-67c7-4df6-9341-3f92121edad3,1abc681e-9dfe-4797-8a50-ef1b0e067ca5,376.05,Monthly,2021-10-05
d2db7cf7-09f9-479d-8a1a-084dcbb8d33d,1ac862f2-a15a-4639-af0e-d0ced824caeb,1099.71,Monthly,2022-12-04
38060309-0e83-49d2-b9ae-5034f8c9fe83,1acadec4-740c-4f2d-92ba-65004e0856bf,1573.72,Monthly,2024-07-18
4b68d16f-a6bc-4bb2-bef1-1c14374e6193,1ae101a2-5ccd-4035-9ae2-96e4b1398d89,1507.73,Annual,2024-02-25
af3ac650-b415-4360-8d87-250264a9038c,1ae8eaf2-4aac-4a3a-ab70-f74de092b8b3,1119.93,Annual,2024-11-30
cd7d9c4c-9cde-4d03-b082-1bb61c755d1a,1b0065d0-5716-4631-bfaf-7f60ee057d9e,1330.07,Monthly,2021-07-25
44a4ca4c-fd9c-48c0-8d1c-d2a41838beaa,1b14f51a-382f-4752-8265-b6b5032ec7d3,621.61,Monthly,2022-11-13
75220109-506c-4bd0-b5d5-d4617ab9bbe1,1b24c7c7-add3-416c-bdc6-e70360eea406,1996.75,Annual,2020-02-18
2636355b-43a2-48a6-b516-d78fa3319569,1b2fedd4-5547-481d-a08e-a21967815a8b,646.46,Monthly,2023-01-29
53cc0ef9-8450-442c-b5c6-b9d3cf588133,1b4f2f4a-5670-4ab2-ba40-0bdd73e97b41,1411.16,Annual,2023-06-22
3fb38167-7788-476a-a4ff-85ba26e23465,1b60dba6-e8df-49bd-a5b3-06625e9addba,1757.92,Monthly,2021-11-17
05180edd-156a-416e-b8a0-aec001128851,1b7787e2-d041-4611-92c2-5c628c1763e3,899.95,Monthly,2020-12-24
c585c4d5-22fb-4ce6-a198-f867507ab547,1b791c66-f793-4994-8eec-544beac9ebb8,933.37,Monthly,2021-05-09
994eb7cd-9655-4c6c-a63a-46d50915455f,1b7c5e5e-94f6-4926-91f5-086ef97e9b37,842.81,Monthly,2020-01-24
bc482d75-2ab1-4c47-b802-aeac343b2a79,1b7c91fa-4483-4320-be53-bf7eef7af820,1621.43,Monthly,2019-12-16
917f1961-fc1d-48c2-9e28-fac5d331639a,1b831dd3-097a-4ab7-946f-d9dba21e44ae,499.42,Annual,
0c1d9825-cfc5-4c7a-bc99-4dce27e841a6,1b8cff7a-2233-4aa9-b3a5-766a319dfd42,426.99,Monthly,2021-06-12
5e2846dc-224b-4354-a10e-d7fad1412295,1ba27fa0-6596-4408-acd5-905e75813aaf,1605.14,Annual,
d24e5bf4-1f6e-433b-9f47-b2536065cae6,1bc08c4b-c1d0-4e67-8895-583bda7e6f7c,929.25,Monthly,2020-10-04
3e034d86-2d6b-43c5-a76c-bff231ad7cc1,1bc5289d-a32f-4a16-ac53-13733559d599,1253.55,Annual,2022-11-21
160647ce-b44e-408c-a9eb-766cc72b8f4c,1bd01d3b-d566-406d-8f2a-297f0aa5eefa,691.6,Annual,2023-09-01
2fbfbb36-1133-483d-ba7e-a3f5da97a9fc,1bd1a2c3-d47d-41a0-829e-46ea0dfc9e47,392.56,Annual,2023-08-12
e7b64b3b-1222-4964-b4db-eaa592e522f8,1bf46887-8197-4358-9b8c-7180f75d3fe8,325.43,Annual,2022-04-08
34c6d384-10de-4b19-81ce-1702f5671108,1c0a35d6-8ac2-4390-9cd2-e49bacc3c53c,1462.24,Annual,
0acedb26-dbc8-4faa-b1a6-7ed0c730b29b,1c2896b6-b16e-4e47-b116-4a2eb6d78d7d,1899.13,Monthly,2022-03-15
2d48cdd4-b5e3-414a-906f-40d0d4ccc0be,1c2cb9db-d3bc-4d52-8385-f97dd32ad61a,1821.96,Monthly,2022-12-26
aac6246f-c5e5-4fbf-aaf6-35d69b4cfee3,1c5e4f46-2ee4-4489-900c-1315de093864,1552.94,Monthly,
88826843-b74d-4baa-8d6a-b1d7bf18e9af,1c6a67a1-83ce-498e-9920-44213792bd60,1099.6,Annual,
a04f30a4-a4bc-4bb5-a965-da07d0332777,1c81c941-088d-4ec4-a8f6-75dda0a3b72e,375.36,Monthly,
a666aabe-b508-4d8d-91dd-9735d4056907,1c82a423-703d-4166-b5f5-30201daf0757,688.3,Annual,2022-02-09
a2b8906f-28d7-4f94-a3cf-8c927e480245,1c8cb234-f793-4ee8-91c2-38a4a86c43e8,646.13,Monthly,2020-07-18
17371cbe-7c12-433d-a0cf-8f9568bda0db,1cb0a008-0aba-4288-b66b-e6750ede374b,1816.81,Annual,2023-03-15
1e2399c4-cc61-44b2-9394-558c06931274,1cce1ec5-d67a-4258-8fef-8313909f3490,1478.81,Monthly,2023-05-27
116515f1-6681-4706-89ff-971c23439414,1ce46654-6f41-463a-9f53-17e4286892e8,1400.12,Monthly,2023-12-20
0f3e1dc2-d145-46ad-a939-0572eec65034,1cea01f0-49e8-411b-a884-d4519fc40d2e,922.67,Annual,2021-04-22
c625e7b9-e278-434e-90d5-65f098780ed8,1cf5ecce-0b19-474c-9c40-fc1990e3139c,1134.34,Annual,2024-11-16
36f972de-93c6-4d5a-8fde-ce59c64c589e,1d074145-44ef-40cb-9f4b-5868bfdb3503,1351.83,Monthly,2023-09-07
b687d63a-302b-4c1f-8a93-bdfcf614bde6,1d08cd01-2073-400e-8cb0-20cc92d012d8,374.42,Monthly,2020-08-26
44cd6975-c447-4ffc-bd20-787cf59479f8,1d0c9176-a428-431b-9d19-5e743036406e,791.83,Monthly,
5947deac-26d0-4c54-b865-954e51d3a7b3,1d11b8f9-eac1-489b-b50c-536471354410,1602.4,Annual,2022-02-04
d9aee67e-df52-49af-a8af-ed104a60a7c4,1d2550c2-2387-497f-b53e-cec432329e67,1678.63,Annual,2023-02-07
f8fe931a-ae3c-4591-8435-7df9cbb0ba30,1d325709-127b-4e4a-8019-f6f6b9473699,565.76,Annual,2023-06-30
e8adb11f-337f-42e5-a29b-76ee86986a3a,1d373aef-694e-42e6-abff-88d376a82ad1,384.68,Monthly,2022-03-03
1df499b6-754a-41ac-82df-f05142f05a98,1d45a2f0-2a0a-4371-b546-a40789e711e8,355.49,Monthly,
32f5fdcb-f5dd-4548-beca-4e7d84e997db,1d4d035f-93f5-4bc4-9326-961987b286cb,717.28,Monthly,2020-12-11
ea1f28a0-c8ef-4be0-ab59-32d1001ca84f,1d5e4731-0694-48bc-a684-7639c1682ee6,1819.35,Annual,
bcba6497-82fc-417f-aeae-008ba5abc658,1d612e4d-042d-45a8-bf1d-af40a7c32344,578.43,Annual,
a5e18a8e-043b-4a86-a0eb-d51c09ccedd1,1d617ac3-ef8b-4298-b433-d62125a3c129,1558.24,Annual,2021-06-19
1d02feed-c334-4456-94be-f9eb0f5dd7e1,1d7fb293-de91-451a-9949-12525e6d8490,1270.28,Annual,2023-10-22
c57010c5-1deb-4895-8f95-b8139a58f336,1da3a1aa-5c52-43d7-9d1d-0bca69759552,910.3,Monthly,2022-09-15
6df35382-8dc4-4fb6-a7e8-3b5a4106f7cc,1dcac1f1-2ded-4aa9-b109-0e91ed12425d,1006.84,Monthly,2022-06-22
20f0399a-9c56-401e-b91d-e35c00d5e9cd,1dd09663-33be-4bb3-9308-6278547593c8,1285.5,Monthly,2020-02-11
ac00707b-68db-4c39-809f-9e6d04fca951,1dd3a141-6995-4032-958b-018be88b39e3,1861.96,Annual,2020-01-06
a9a9cb80-1440-4f4a-8635-89a5c67767e4,1de0ca92-fbe2-4869-8370-6106bc8213e0,866.18,Annual,
bc8a2e87-580d-4499-b6fc-a2128d85bfee,1df2eb1c-9e4e-402e-9df5-9410bbbada6f,1215.0,Monthly,2024-08-23
4e15883e-dec1-4907-9d7a-3b5d860ce483,1e077ad9-6418-4319-bdfb-e6b11b767151,1939.96,Annual,2019-12-10
03ad594f-970b-4534-9a13-f4aef5ce5fae,1e10900d-1990-416e-b5b5-983e2c842507,1920.34,Annual,
e7cd3d28-748d-46a5-b892-dccbc8d3ef10,1e125379-652a-475e-9061-99ee364a934b,1285.15,Annual,2020-06-29
57840c79-964d-4e82-a61a-37b92efaba24,1e1edcdd-c826-4c73-be60-118073744798,1325.41,Annual,
4852cb68-f556-4173-9062-212104556a0d,1e2785ee-a8ab-49fd-afa0-fd34f51d0216,276.3,Monthly,2019-12-18
f562df6d-9fa8-4c93-af7a-ea86bc292956,1e4b8a55-6186-4f7e-98f3-ddd241468686,826.72,Monthly,2022-07-15
f0a7ff81-bf20-4808-86b1-1a273a9662b5,1e4d9766-f5a3-4d88-9b4a-57b2d14c403b,1462.15,Annual,2019-12-17
d426918b-82b3-4bea-9b8f-27ed342d04d3,1e68b8c5-2711-4f8f-804a-3dc1c8fbb3f7,2581.64,Annual,2022-05-31
5608089a-5d50-4a06-a3a1-6fcf6c39298e,1e6b2301-aa12-40c2-923c-d388700bbd11,1958.87,Annual,2024-05-23
641dd3fb-d67c-441f-a98f-d9d1fb3e4d6e,1e7a5fab-cce4-4233-83ba-e0578ac698c8,636.62,Monthly,2024-04-01
a862e60e-c901-4ddf-a9b0-84bcfb22bcd1,1e9a96f4-eb3d-4155-8c90-361d83a4fca6,773.56,Annual,2021-09-20
47299665-a3c4-4474-b679-2eb182b05c8d,1ea570c4-9462-406c-b8c3-5977398a7fa0,1558.34,Annual,2021-10-20
94bc2f75-c43c-4f2a-ad34-51c20bb6c200,1eb6836d-9595-43d0-9da2-7b6d3b1f74f2,649.62,Annual,2020-07-07
9b6d0235-8819-45dc-b4d0-6cf9b8ba5f11,1eeb8440-a693-4e23-b100-54425c278392,1957.49,Monthly,2024-11-12
0a0b03c0-4a3e-4d8b-8ac2-b9a7e7244f09,1ef51b56-b88e-4ff6-9de0-2601beb90bc7,1411.61,Monthly,2024-10-25
20a73aab-366c-4d5c-9df5-3bebe1189e9e,1f04d7a7-bab7-4430-b377-658a0e8b462a,547.51,Annual,2024-03-22
5d0c0add-4081-4415-bb39-63fb32553bb3,1f152ba7-ff70-41d3-aef6-c8290c77b561,461.78,Monthly,2022-04-20
822300d5-ea58-4576-b26f-34ad3acca01e,1f1fb231-84cd-481b-9eba-0b149bb8bc6b,561.41,Annual,
8e46eff4-d570-4607-a76c-2f4a1121a1d5,1f2c7306-4907-4ed9-a35e-ad42d2df3a97,662.98,Monthly,2023-05-24
3b56d3c4-281f-41e5-a23d-5bc054c4fb3c,1f512bab-a049-4b65-865e-60ddebd54ecb,1808.21,Monthly,2023-12-26
2334ab9f-766f-4d14-a813-6acbf50f1c2c,1f5cb534-0bdb-4f4a-98ff-3016efd30687,312.27,Annual,2020-08-02
28b6b80e-cbb9-48e4-9aee-24b9ef8b8eaf,1f63a26f-e152-45f2-996d-7a5830900b31,717.64,Monthly,2022-07-02
1972ae55-f09f-4cb3-8681-f2cfec9c8957,1f6e36df-a33e-4a26-b9f6-51acffc4f40d,1988.72,Monthly,2023-02-02
97f007a9-79f0-45f1-8089-cca44b20ab8f,1f74e8a4-31a6-4c82-8919-ed81d5e14075,828.13,Annual,2023-05-01
5f4517c8-c02c-4c01-9e64-7435ca8d087b,1f98c8b9-6e41-470e-b9ec-85849957525a,1919.95,Annual,2021-11-15
1dc4d757-e213-4162-bda2-c71fc3170025,1fa0d372-1bd0-4cd8-880c-61e76ef4c67e,473.72,Monthly,2020-05-20
cd7ee812-be36-4e4d-ad5d-aefb17b32c0b,1fa5ae3e-e40e-4293-8158-bdf9de56927b,5133.7,Annual,2023-08-15
1f5ac47f-88a9-431b-9a3e-f209f0aa43b1,1fb35555-77ec-4059-854e-3ccce1c06b01,294.42,Annual,2021-07-31
c89c487c-b6ae-4fbf-ade0-e9da7f2064fa,1fd08314-b4fc-4abc-9830-29366994f8cd,545.23,Monthly,2023-02-05
b131bb04-e8a8-47db-95f5-d2651827097d,1fd7da5b-f748-47f4-86ce-3b92dad4f69e,719.63,Monthly,2023-01-12
31a69e78-2ad2-4f1c-aa56-097067716e77,200f36e5-4c83-41bb-bd55-82aab0b9db52,1965.64,Annual,2023-01-21
99b66e5b-34ae-4250-a64c-a4fea659fca1,2010708a-850a-416a-8d00-3393a3c07199,1700.74,Annual,2023-02-02
f5942a88-ab74-45d6-92d6-6275006ff1bb,202912b3-5968-4eaf-bd99-aa4fd4676e45,458.11,Monthly,2020-11-23
84c2b40a-14c1-4f6c-a89e-d876038ba9ac,202cbe77-0e9c-42c2-ac9f-b404c0eee010,1621.58,Monthly,2023-04-11
2c170394-2342-429f-be18-ce4cc49cdc4f,2084c417-0c4d-4e55-a00b-9892f92f8d3b,747.63,Annual,2022-09-02
1c6db833-65b5-4476-b028-91574305882d,20981d25-2629-40bb-94e2-3717e3dccf70,967.43,Monthly,2024-06-28
21359dab-bf00-409b-8341-cee0dec4935a,20afadd5-f671-4606-a911-d6d7b3222233,1947.5,Annual,2024-02-25
27e6ea68-1cdf-47c6-952b-6bd8962818cb,20cc9925-ba1d-4db0-95d2-b4507978ecc3,1469.38,Annual,2020-11-13
51d46a5d-47b3-402f-bbb3-a92f7a0e32f6,20dd6cfa-dc1c-46df-a8b2-8c2473dda65c,1507.16,Annual,2021-04-12
d9b7eaf2-a1e1-4710-bdd1-716c7e72f327,20fcef8d-3c1b-41c2-a5ec-b6aab55a7e77,1949.08,Monthly,
25c1d6c9-1d5b-43f2-a7ce-468a555e17da,210afe37-afd4-41f1-95f0-0a6b8c903b20,1761.96,Annual,2021-07-10
28140bef-5da6-482b-886d-0f09e69e7df3,211f5072-a437-45be-b005-dfd410780309,1158.18,Monthly,
74105f13-7b6a-4718-9bdd-7a92e93bc86e,2122484e-718a-4f1a-a585-8036f69fda73,266.02,Monthly,2020-02-04
75c23f9b-5225-4849-b402-ef6bfa754d43,212572a5-9dfa-44bc-a03d-267c86395a19,1010.27,Monthly,2020-02-28
01c4260b-823e-42cb-afaa-c057701b9a03,2125d982-3aca-4935-8134-f83037043838,1504.75,Annual,2022-03-05
3e897c37-a2ac-4bae-a8e2-e422870cedbc,21295362-2f52-43c1-86ae-97b335de4e7e,689.19,Annual,2024-01-17
35105570-a56c-4027-8c60-8832b26a5253,213029d6-3246-46be-8f00-a30f16e3d43d,1196.18,Monthly,2020-03-20
8bc11b3e-f2b0-48ce-bb08-ba561a054281,21363440-c9b7-4632-bed7-1c2a2fbed15d,1748.2,Annual,2023-10-30
a78d3061-501e-44e4-8590-446f66d1147a,21388724-c997-440b-b787-0e78f92e7a15,1564.9,Monthly,2023-09-24
2cd7d79f-a697-4d60-8745-fd862e547afa,213ca378-a213-462d-8726-9785ac629d9b,1632.45,Annual,
a5c60437-b6c0-48d8-ba3e-3ca29d6db798,213d557d-c593-40f1-b649-c432f08e1519,459.73,Annual,2023-09-04
bd58eeed-feba-45e5-92b9-ea50134e6341,215d04b6-7e7d-43dd-ae99-7cf5ea2e771e,466.47,Annual,
3755e2ed-ba83-4867-a5eb-383787373188,2194d229-d968-4362-b2ab-ec7607a3bd93,854.26,Annual,2020-08-14
7a0f4f31-ece6-4501-b589-c02d0bdbfbc1,219a37e8-6177-4761-bf15-cc88e9279f06,1814.76,Annual,2020-09-17
345666b1-3063-4314-a124-1ebe0dea7d47,21b37747-c13e-42bd-8cde-07d0df7a512d,1197.64,Monthly,
6cfce629-fc0b-48ae-9bf3-d64a08cfe9a9,21b86083-19db-4c78-9600-ad5bf95e2a5c,1991.52,Annual,2021-12-20
420087ee-6db5-49cd-a79c-c2d897e204ba,21d3f33b-eaad-4b77-b551-28a57a7064d9,1364.27,Monthly,2024-10-17
38b51abe-f113-4a5a-9e19-61f937f74e73,21dffbfd-1abe-40e3-8e78-8849be46da7e,360.29,Annual,2020-10-24
6a9acaae-ee90-44ba-99ed-2de5a78538dd,21e95d58-0f55-4d81-9d16-47b2520917d1,1132.44,Annual,2022-12-31
a1a2f216-0525-4bd2-973b-fb7cd881ceac,21e9ebbe-fd01-47b3-bc7b-c70afcbf5db2,1508.0,Monthly,2021-06-08
15245407-e135-46b7-88e5-c4be4d4fca00,21f64c1e-6bf0-4361-a848-c8b31eb74f9e,1688.05,Monthly,2024-08-16
f069b9d1-e837-47a3-93c6-fa518e937098,21fbfdd9-d81e-4865-a81e-4b45293fe7c3,846.93,Monthly,2020-04-16
5fc8b42c-22fa-472e-a898-49e25d879d71,22041387-f384-414c-85ce-86ec103ae560,1921.08,Annual,2021-06-05
de591ffc-8c83-4afa-bc81-d7e3e6ad2281,2219e00f-5424-493e-9cb8-68fb506015f8,3443.8,Annual,2024-11-10
16e36005-1c3b-4c8d-86ab-bf570cf4b197,2220548b-4b7a-4041-80c4-6ec14965756b,1740.06,Monthly,
65bcc773-47b4-4ef3-b243-1911715771cd,222d01a6-bd93-4667-94d3-10834777c07f,1060.19,Monthly,2020-02-26
7f4c9999-d4cf-4718-8e35-812892ebefa1,224110e5-e74d-4c04-b4c3-ca1a6017c3b8,517.16,Annual,
091cfce5-d386-4dd5-86de-6c6c66386d05,2244e690-3228-4519-99e6-f2a84f71b9e7,1355.54,Monthly,2020-05-25
2929a195-0e7f-4ea7-a219-0e9c7949436a,2260fffb-8fd6-41bc-ac1e-cdcb5224ddd1,712.96,Annual,
212a9711-1c90-4cf3-911a-5ddc485fd395,227f025b-c60d-4a1e-8d97-d6527ca2187a,1597.6,Annual,2022-03-26
5f50aab3-e399-400b-bd48-a615c6db8a4e,22832598-b500-4011-8562-8d0b92bf99c7,1197.55,Monthly,2023-01-11
ac89a81c-146b-4a24-a648-4984eb60cd63,228f6e4f-70d0-4ab2-ac10-09836f8b29d9,1815.15,Monthly,2021-10-13
d0e65f5d-dec6-42c2-aa79-b469ae016141,22a93b3d-b799-49f1-bdf6-e67e68bb3ba7,1670.62,Monthly,2020-12-24
59c05f42-b605-4231-9b28-e909660ac459,22b2003e-2ec6-44ab-9d7c-45247feb19ef,1512.77,Annual,2024-06-13
785e4e42-f097-47ae-8f14-6be8c72a97b8,22bf11fe-8f7a-4789-9ef2-4bbb362ddab9,1011.22,Annual,
97ea842c-2f9d-42d9-bfb8-65db099d2e2e,22d33f63-5d34-4c85-aa5c-cd47ff9c1e8e,1626.2,Annual,2023-11-08
f34dfaec-2144-4453-a45d-23e00bcf3c9f,22e4b527-19b0-45c9-affe-223caa8f95f4,1275.13,Annual,2022-04-16
cfbb8486-7ea2-44fa-8f20-a89925c9724f,22e749a4-58d5-47d4-8314-ca8f58734cfd,418.86,Annual,2019-12-19
7eb8773e-59c3-4bff-92f7-f36cbd22fc0b,22e7c2b7-a2d5-4061-8271-5c39a58fbaa9,949.18,Monthly,2020-12-25
1a2341bb-fec4-4cb7-8452-46df2d33b972,22fbf935-582c-46e2-a00b-ec6df3a6bbf9,1463.55,Monthly,2022-07-21
555d36d0-3e2b-431b-b59c-b183ae5c7fb0,2329d6ca-52b8-4d1c-8c59-42b968b65616,907.0,Monthly,2020-10-13
1bccf0a2-2396-4948-99a9-25a4c21877dc,2357750a-4692-4d59-b34a-5a8bc19a7a56,1298.49,Monthly,2022-12-17
33a72d51-0f3d-44b3-9fc5-3825a0cf577d,235b47c9-0c3c-4fa7-89cf-504daba1076e,4969.95,Monthly,2023-06-26
839cf17c-e06e-4226-bbaf-ae37471fa0ad,23631c6b-b065-4f71-8e41-2acd517167ee,281.46,Monthly,2020-02-26
544bc7e8-550c-4179-adc5-d85a4cc4af01,23875bac-4855-4864-b015-35c54d294902,977.74,Monthly,2022-04-02
4974a950-38b2-4f29-bf43-e46cf0631810,238eafe4-e043-425e-b207-bcc19761505b,506.74,Annual,2024-04-07
2cf0d015-45f8-4606-89c0-d064c2043493,23ad573c-e5fa-41d1-846d-d829cfa98f09,647.1,Annual,2020-08-13
8f501b1a-4e24-4324-a1d9-ed1f3f463a6c,23c77eee-a8fd-4b9b-a7d8-c09b36b69051,206.36,Monthly,
c6571bf6-51be-42f1-a573-d01bd604be61,23cface5-89ea-4a89-8849-c9f6e0fcc9ce,684.75,Monthly,
9611a078-a9ff-4f7b-928a-737fe19ce97c,23e51170-73ef-4fb4-9dbb-773a9b90e344,603.8,Monthly,2024-02-06
faca3dc9-aa0a-4609-bad9-2103131b6f80,2407d645-1add-428d-9015-9e2beabc7f38,212.16,Monthly,2021-04-06
64c7d238-0337-4ae0-8d5b-a68195ec1243,2408700e-5ef2-4281-993e-3cf0f3f88edf,678.56,Monthly,2021-06-11
98349ea7-920b-4e7a-acec-1c5ca0c59503,240af0f1-118f-4505-bc9f-72cd7e733b00,433.92,Monthly,2024-07-26
d1be6ca2-649f-4bf1-9013-07e4f63d6d0a,243fbb1e-2977-4c8e-8a27-926d2aa4cbf1,1528.95,Monthly,2020-11-12
5f070115-ccef-4c3a-9ece-6b8fea3fe794,24410cbf-5aa5-42ee-9583-ba82b4f6073a,316.83,Monthly,2021-11-07
0f3b704d-51bd-4fcc-9ebe-3f4d93b310a5,24493ebd-1558-4bb3-9c8c-40fc25da1c94,1614.07,Monthly,2020-04-27
5108d2be-fb27-4d66-970a-2218d402aa5c,2451cdc8-0d7d-497b-a14a-26a4224b716d,1274.52,Monthly,2020-11-18
e304de38-80f8-477a-894a-136ecdc8d005,245c9242-9cdd-4fc2-988d-2c12a1b46c01,1102.53,Monthly,2020-11-28
9b1c4428-72fb-40b3-8ecd-7f72723d92f6,24609b5c-0e1f-4bd0-9f21-41e294b86c45,972.06,Annual,2020-07-20
644e6a60-cb7c-4a0e-959d-c983f904587d,2477e076-13c9-4eec-89ea-c6f392e453f0,1135.71,Annual,2023-12-26
49a4445c-eb14-44f4-bcea-694a638c53e2,247a4425-fbd8-4c6f-88ec-213abb7aec18,969.77,Monthly,2024-02-17
13a475cf-e0b7-4f6d-9b57-5c799fa8df9f,2484452f-74dd-4036-ac96-5a95101bb5af,849.12,Annual,2022-08-05
43cdb189-9d36-443f-aa79-7ac9fdf5bf42,24847d77-44c1-48dd-926d-5ab88740c5dd,1739.11,Annual,2022-09-01
847c1df0-adca-4fee-96e4-7d30dd765c3e,24998a20-95a0-4eed-9753-3dbe1bc807ed,391.96,Annual,2020-12-20
439e6800-ad01-43ad-a7f8-07c4a8d752cf,249c3140-5926-485a-ab3d-12eb04a209a8,1120.86,Annual,
6b928d94-b92a-4aca-b381-a68456d0c22a,24aec627-e6cd-42de-8c77-43de93e0259f,355.2,Annual,2023-03-04
1a6458a9-c099-4aec-abf2-a547eef55035,24c0fb6b-c987-4c26-b8e0-3a0f1c0d9f7f,1660.87,Annual,2024-05-24
35fe51ad-02e4-4be0-a109-3bc34ea68611,24c73cbe-ee65-4934-b826-272a6552d825,241.59,Monthly,
99d94a3e-6add-47d0-a764-2a347695fad4,24c9a23d-db52-4ce6-9651-70a9844c5a87,1643.14,Annual,2023-03-11
9b5c4536-92b5-4758-9d53-f1e84544c20a,24ce4bcf-b9cd-424b-ae74-f3a1968d00ce,208.17,Annual,
ed5602c8-4fd6-45c2-9e65-1a7a06f88b2c,24e0b087-10af-48ea-958c-e22243a87eea,1833.77,Monthly,2020-05-24
6f634f8f-a1a8-4e72-b7bc-68c3dec8158d,24e3edb8-c632-4a73-8363-ad2e731380da,1223.53,Monthly,
6abfda55-93ae-4d8a-9ad7-e92c4773a307,24ed2e7c-3c23-4dc6-9f55-38ab51be3c5f,350.75,Annual,
77628c70-5594-4911-a16a-ad2cf112df3e,24f10e36-0a85-478d-b86f-70a5e453b830,1346.81,Monthly,
55770211-24cd-4796-8f59-e824bcc392bf,24f117d3-13ef-43fe-9452-d30f07f5f8cd,1106.65,Monthly,
e53fb9f6-92cb-407f-8476-7dca26c55dca,24f3c59c-7589-472a-bef3-50c3ea7c3b3e,245.33,Monthly,2024-11-29
0267da6f-b4d2-4efe-acf9-3541e0ffd1d3,250b4252-470a-40ab-940f-03463cdc7adb,846.79,Annual,2023-04-20
57067a9d-a154-4828-b923-957f989d73eb,2512796b-8d66-4f65-a5d0-d65a972fe6e2,1397.59,Annual,2020-08-26
f6c7b43d-781e-49c4-abc0-27131e912561,25181d8b-6636-48bf-bd41-dc1363d3cb46,241.29,Monthly,
3b048b2c-ae4b-4990-824c-e295cd5add28,251af858-b1a4-4e5f-b971-43d2f83c623b,660.68,Monthly,
8f19814b-f0b1-4309-b8ff-8bd948b63049,251e5355-2bc9-4afd-9a79-ba065a4dd317,1784.09,Annual,2022-06-17
4f50a022-a070-4b0a-88fe-8c431eab3209,2526d34c-4088-4fbf-9ae7-f100a167a51d,1743.29,Annual,2021-02-02
12e2efa7-0a76-4205-a4c8-9945ca3011da,25489fd0-9d16-4ec4-826e-98d1a5e8454f,1558.57,Annual,2022-09-25
9cc2746f-5369-45a2-9bee-30a6cd84844b,254bc163-995a-4a01-8664-753bb3142683,1829.4,Monthly,
a9681f00-ae1b-4cc9-8103-3aa154938bcd,2562a18d-da7f-49d8-9ccf-a425a09d3f4a,916.01,Annual,2021-02-06
59bd3e61-2216-4c2d-b3bc-aedabb718094,2564ac4f-f8a4-4cf2-9df3-95db268cd1e5,1194.76,Annual,2024-09-02
b15154b5-58e5-4f46-947c-ffd87769e5c1,256594be-6e8b-402c-8f94-bac087a3a524,387.88,Annual,
bee8c6e9-2210-4c62-bf37-b024a944b708,2568a8c2-a3c3-46a5-9c13-2e47cfba7433,1897.69,Monthly,2023-11-04
001277c6-2cbd-4b9e-a543-162272f1668d,256b7c70-f691-4049-ae29-e22482bf77f4,1605.82,Monthly,2022-04-15
85eba0db-24b4-4135-bb7f-02ed696bb76d,2575db6b-0b7a-439f-bce2-2784f982ffa8,1003.81,Annual,2020-04-16
3f25b7f4-424e-4cba-9ce3-60956e328c38,258269cf-6f0e-462c-b8ac-34a9317ae477,965.49,Monthly,2021-02-15
